Product,Description,MedDRA Preferred Terms
sunkist pistachio nuts salted in shell, Nuts/Edible Seed,"GASTROENTERITIS VIRAL, DIARRHOEA, ABDOMINAL PAIN, ABDOMINAL PAIN, GASTROENTERITIS VIRAL, DIARRHOEA, ABDOMINAL PAIN, ABDOMINAL PAIN, GASTROENTERITIS VIRAL, DIARRHOEA, ABDOMINAL PAIN, ABDOMINAL PAIN, GASTROENTERITIS VIRAL, DIARRHOEA, ABDOMINAL PAIN, ABDOMINAL PAIN"
sunkist pistachios, Nuts/Edible Seed,"VOMITING, NAUSEA, DYSPEPSIA"
sunkist pistachios in shell, Nuts/Edible Seed,"VOMITING, DIARRHOEA, ABDOMINAL PAIN, VOMITING, NAUSEA, INFLUENZA LIKE ILLNESS, FEELING OF BODY TEMPERATURE CHANGE, ATRIOVENTRICULAR BLOCK, NAUSEA, DIARRHOEA, DEHYDRATION, BODY TEMPERATURE INCREASED, ABDOMINAL PAIN, DIARRHOEA, CHILLS, ABDOMINAL PAIN"
sunkist pistachios salted in the shell pistachios, Nuts/Edible Seed,"DIARRHOEA, ABDOMINAL PAIN"
sunkist pistachios sunkist california, Nuts/Edible Seed,"DIARRHOEA, ABDOMINAL PAIN"
sunkist prunes, Fruit/Fruit Prod,"VOMITING, GASTROINTESTINAL DISORDER, DIARRHOEA, DEHYDRATION"
sunkist raw almonds, Nuts/Edible Seed,"PYREXIA, NAUSEA, DIARRHOEA"
sunkist red grapefruit, Fruit/Fruit Prod,"VOMITING, NAUSEA, MALAISE, FATIGUE, ABDOMINAL PAIN"
sunkist roasted pistachios, Nuts/Edible Seed,"VOMITING, MALAISE, FEELING OF BODY TEMPERATURE CHANGE, DIARRHOEA, CHILLS, ABDOMINAL PAIN"
sunkist salted in shell california dry roasted pistachio, Nuts/Edible Seed,"VOMITING, TREMOR, MALAISE, DIARRHOEA, ABDOMINAL PAIN"
sunkist salted in the shell pistachios, Nuts/Edible Seed,"DIARRHOEA, ABDOMINAL PAIN"
sunkist shell on salted pistachio nuts, Nuts/Edible Seed,"DIARRHOEA, DIARRHOEA"
sunkist shelled dry roasted and salted pistachios, Nuts/Edible Seed,"VOMITING, NAUSEA, HEADACHE, FEELING OF BODY TEMPERATURE CHANGE, DIARRHOEA"
sunkist shelled pistachios, Nuts/Edible Seed,"VOMITING, ABDOMINAL PAIN, VOMITING, MUSCLE CRAMP"
sunkist shelled roasted pistachios, Nuts/Edible Seed,"MALAISE, DIARRHOEA, ABDOMINAL PAIN, MALAISE, DIARRHOEA, ABDOMINAL PAIN"
sunkist shelled rooasted pistachios, Nuts/Edible Seed,"MALAISE, DIARRHOEA, ABDOMINAL PAIN"
sunkist soda, Soft Drink/Water,Heart rate irregular
sunkist unshelled salted pistachio nuts, Nuts/Edible Seed,"MALAISE, HEADACHE, DIARRHOEA, ABDOMINAL PAIN"
sunkist white pistachio nuts, Nuts/Edible Seed,"VOMITING, NAUSEA, NAUSEA"
sunland creamy peanut butter, Nuts/Edible Seed,"VOMITING, VOMITING, NAUSEA, DIARRHOEA, ABDOMINAL PAIN, VOMITING, UROGENITAL DISORDER, HAEMOPTYSIS, HAEMATOCHEZIA, FATIGUE, FAECAL INCONTINENCE, DIARRHOEA, DEATH, ABNORMAL LOSS OF WEIGHT, ABDOMINAL PAIN, ABDOMINAL DISTENSION"
sunland peanut butter, Nuts/Edible Seed,"VOMITING, DIARRHOEA, ABDOMINAL PAIN"
sunmaid cinnamon raisin bread, Bakery Prod/Dough/Mix/Icing,"DEHYDRATION, ARTHRALGIA, ACTIVITIES OF DAILY LIVING IMPAIRED"
sunmaid dried raisins, Fruit/Fruit Prod,"SEDATION, DIZZINESS"
sunmaid natural california raisins, Fruit/Fruit Prod,"URTICARIA, HYPERSENSITIVITY, DYSPNOEA, ORAL PAIN, FOREIGN BODY TRAUMA, DYSPHAGIA, DIZZINESS, BLOOD PRESSURE FLUCTUATION"
sunmaid natural seedless california raisins, Fruit/Fruit Prod,"GINGIVAL PAIN, GINGIVAL BLEEDING"
sunmaid raisins, Fruit/Fruit Prod,"MALAISE, DIARRHOEA, RETCHING, COUGH, DIARRHOEA, NAUSEA, NAUSEA, NAUSEA"
sunmaid tart cherries, Fruit/Fruit Prod,"VOMITING, NAUSEA, CHEST PAIN, CHEST DISCOMFORT"
sunneen teriyaki tofu wrap, Mult Food Dinner/Grav/Sauce/Special,"ERUCTATION, DIARRHOEA, ABDOMINAL PAIN"
sunniva mocha coffee, Coffee/Tea,"Nausea, Malaise, Hyperhidrosis, Headache, Food poisoning"
sunny creek farms organic alfalfa sprouts, Vegetables/Vegetable Products,"FEELING OF BODY TEMPERATURE CHANGE, ESCHERICHIA INFECTION, DIARRHOEA, CHILLS, BODY TEMPERATURE INCREASED"
sunny d orange beverage, Soft Drink/Water,GENERALISED OEDEMA
sunny d orange drink, Soft Drink/Water,"TYPE I HYPERSENSITIVITY, SWOLLEN TONGUE, SWELLING FACE, CHOKING"
sunny delight citrus punch orange flavored drink, Soft Drink/Water,"VOMITING, HEADACHE, VOMITING"
sunny delight orange 25 less sugar, Soft Drink/Water,CHOKING
sunny delight orange juice, Fruit/Fruit Prod,"NAUSEA, DYSPEPSIA"
sunny delight sunny delight, Soft Drink/Water,"PALPITATIONS, HEART RATE IRREGULAR, HEART RATE INCREASED, CHEST PAIN, CARDIAC FIBRILLATION, BURNING SENSATION"
sunny delight tangy original florida style, Fruit/Fruit Prod,"DYSPEPSIA, DIARRHOEA"
sunny farm pear halves, Fruit/Fruit Prod,"VOMITING, NAUSEA"
sunny farms aian fruit peaches and pears, Fruit/Fruit Prod,"MALAISE, ANXIETY"
sunny farms grade a farm fresh eggs, Egg/Egg Prod,"DIARRHOEA, VOMITING, DIARRHOEA"
sunny farms grade a jumbo eggs, Egg/Egg Prod,"HEADACHE, DIARRHOEA, ABDOMINAL PAIN, ABDOMINAL PAIN, HEADACHE, DIARRHOEA, ABDOMINAL PAIN, ABDOMINAL PAIN, VOMITING, HEADACHE, DIARRHOEA, ABDOMINAL PAIN, ABDOMINAL PAIN"
sunny farms shell eggs, Egg/Egg Prod,"NAUSEA, DIARRHOEA, DIARRHOEA, ANOREXIA, ABDOMINAL PAIN"
sunny florida dairy milk, Milk/Butter/Dried Milk Prod,URTICARIA
sunny meadow eggs, Egg/Egg Prod,"NAUSEA, NAUSEA, DIARRHOEA, BODY TEMPERATURE INCREASED, ABDOMINAL PAIN, NAUSEA, DIARRHOEA"
sunny meadow grade a large eggs, Egg/Egg Prod,"VOMITING, NAUSEA, HEADACHE, VOMITING, NAUSEA, MALAISE, GASTROENTERITIS, DIARRHOEA, ABDOMINAL PAIN"
sunny meadow grade a large eggs she thinks, Egg/Egg Prod,"NAUSEA, DIARRHOEA, ABDOMINAL PAIN"
sunny meadow large eggs, Egg/Egg Prod,"FOOD POISONING, ABDOMINAL PAIN"
sunny meadows brown large eggs, Egg/Egg Prod,"VOMITING, DIARRHOEA"
sunny meadows grade a large eggs, Egg/Egg Prod,"NAUSEA, DIARRHOEA"
sunny meadows jumbo grade a eggs, Egg/Egg Prod,"VOMITING, RASH MACULAR, OCULAR HYPERAEMIA, NAUSEA, HEADACHE, ERYTHEMA, ASTHENIA"
sunny ridge farm fresh strawberries, Fruit/Fruit Prod,"VOMITING, NAUSEA"
sunny sea smoked oysters in teriyaki sauce, Fishery/Seafood Prod,"VOMITING, HEADACHE, DIARRHOEA, ABDOMINAL PAIN"
sunny seas smoked mussels, Fishery/Seafood Prod,"MALAISE, DIARRHOEA, BACTERIAL INFECTION, ABDOMINAL DISCOMFORT"
sunny select apple juice, Fruit/Fruit Prod,"NAUSEA, HOT FLUSH, ABDOMINAL PAIN, NAUSEA, HOT FLUSH, ABDOMINAL PAIN"
sunny select cola, Soft Drink/Water,THROAT IRRITATION
sunny select cranberry juice cocktail, Soft Drink/Water,"DIARRHOEA, ABDOMINAL PAIN"
sunny select fancy whole cashews, Nuts/Edible Seed,"VOMITING, MALAISE, DIARRHOEA, VOMITING, DIARRHOEA"
sunny select wheat thin crackers, Bakery Prod/Dough/Mix/Icing,"HYPOAESTHESIA, HEADACHE, CONSTIPATION, COLD SWEAT, ABDOMINAL PAIN UPPER"
sunny valley honey farms honey, Food Sweeteners (Nutritive),"NAUSEA, ABDOMINAL PAIN"
sunnybrook shell eggs, Egg/Egg Prod,GASTROENTERITIS SALMONELLA
sunnyd sunny delight tangy original florida style original sport bottle, Soft Drink/Water,"VOMITING, VOMITING"
sunnyridge farms fresh blueberries, Fruit/Fruit Prod,"FATIGUE, DYSPEPSIA"
sunopta berry fusion energy booster drink, Soft Drink/Water,"VOMITING, THIRST, PALPITATIONS, INSOMNIA, HEART RATE ABNORMAL, HEADACHE, DIZZINESS, DEHYDRATION, CHEST PAIN"
sunridge farms pine nuts, Nuts/Edible Seed,DYSGEUSIA
sunrise energy bars with omega 3, Cereal Prep/Breakfast Food,"URTICARIA, PRURITUS, DYSPNOEA"
sunset poly green no 1 mini cucumbers, Vegetables/Vegetable Products,"DIARRHOEA, ABDOMINAL PAIN"
sunshine acres veggie chips, Snack Food Item,"SWOLLEN TONGUE, RESPIRATORY ARREST, HYPERSENSITIVITY, DYSPNOEA, ANAPHYLACTIC SHOCK"
sunshine biscuit saltine crackers, Bakery Prod/Dough/Mix/Icing,"GASTROINTESTINAL DISORDER, DYSPEPSIA"
sunshine cafe crackers, Bakery Prod/Dough/Mix/Icing,"VOMITING, MALAISE, HEADACHE, VOMITING, HEADACHE, VOMITING, MALAISE, HEADACHE"
sunshine cheez it, Snack Food Item,MOUTH INJURY
sunshine cheez it baked snack crackers, Bakery Prod/Dough/Mix/Icing,NAUSEA
sunshine cheezeit crackers, Bakery Prod/Dough/Mix/Icing,CHOKING
sunshine cheezit cheese flavored snack crackers, Bakery Prod/Dough/Mix/Icing,VOMITING
sunshine cheezit crackers bbq flavor, Snack Food Item,PAIN EXACERBATED
sunshine cheezit twisterz hot wings and cheesy blue crackers, Bakery Prod/Dough/Mix/Icing,"NAUSEA, HEADACHE, DYSGEUSIA"
sunshine cheezit twisterz hot wings and cheesy blue crackers, Snack Food Item,"NAUSEA, HEADACHE, DYSGEUSIA"
sunshine chez it crackers, Bakery Prod/Dough/Mix/Icing,"TOOTH INJURY, TOOTH DISORDER, PAIN, GINGIVAL PAIN"
sunshine dairy 2 reduced fat milk, Milk/Butter/Dried Milk Prod,"VOMITING, MALAISE, DIARRHOEA, DEHYDRATION, ABDOMINAL PAIN, ABDOMINAL DISCOMFORT, VOMITING, MALAISE, DIARRHOEA, DEHYDRATION, ABDOMINAL PAIN, ABDOMINAL DISCOMFORT"
sunshine eggs, Egg/Egg Prod,"Salmonellosis, Headache, Diarrhoea, Abdominal pain lower"
sunshine garden herb veggie burgers, Vegetable Protein Prod,"DIARRHOEA, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN"
sunshine snack crackers cheezit baked, Bakery Prod/Dough/Mix/Icing,"DIARRHOEA, ABDOMINAL PAIN"
sunspire bulk candy, Choc/Cocoa Prod,"MIGRAINE, MALAISE, HEADACHE, FLATULENCE, FEELING OF BODY TEMPERATURE CHANGE, ERUCTATION, CHILLS, BODY TEMPERATURE INCREASED"
sunsweet amazn prune juice, Fruit/Fruit Prod,"TENSION, HYPOAESTHESIA"
sunsweet amazn prunes with orange essence, Fruit/Fruit Prod,"Pruritus, Hypersensitivity, Erythema"
sunsweet apricots meditaranean, Fruit/Fruit Prod,"HAEMATOCHEZIA, FOOD POISONING"
sunsweet dried plums or dried purnes, Fruit/Fruit Prod,"INFLUENZA LIKE ILLNESS, DYSPEPSIA"
sunsweet one packaged prunes, Fruit/Fruit Prod,DIARRHOEA
sunsweet pitted prunes dried plums, Fruit/Fruit Prod,NAUSEA
sunsweet prune juice, Fruit/Fruit Prod,"NAUSEA, ABDOMINAL PAIN, NAUSEA, DIARRHOEA, VOMITING"
sunsweet prune juice with pulp, Fruit/Fruit Prod,"VOMITING, NAUSEA, HOSPITALISATION, DYSARTHRIA, DIZZINESS, DIPLOPIA, ASTHENIA"
sunsweet prunes, Fruit/Fruit Prod,ABDOMINAL PAIN UPPER
sunsweet sunsweet gold label prune juice, Fruit/Fruit Prod,"OCULAR HYPERAEMIA, LOCALISED OEDEMA, EYE SWELLING, EYE IRRITATION"
suon don salted mustard, Vegetables/Vegetable Products,"SKIN DISCOLOURATION, ABDOMINAL PAIN LOWER, ABDOMINAL PAIN"
super beets, Dietary Conventional Foods/Meal Replacements,"HYPERSENSITIVITY, DYSPNOEA, DIARRHOEA, ASTHENIA"
super black coloring, Color Additiv Food/Drug/Cosmetic,"URTICARIA, PRURITUS, HYPERSENSITIVITY"
super bubble chewing gum, Candy W/O Choc/Special/Chew Gum,"TOOTH INJURY, TOOTH DISORDER"
super chill natural spring bottled water, Soft Drink/Water,"HEADACHE, ABDOMINAL PAIN"
super dieters tea, Coffee/Tea,"TRANSAMINASES INCREASED, LIVER FUNCTION TEST ABNORMAL, HEPATOTOXICITY, HEPATIC ENCEPHALOPATHY"
super foods rx fresh express spinach, Vegetables/Vegetable Products,"VOMITING, NAUSEA, MALAISE, HYPERSENSITIVITY, HYPERHIDROSIS, HEADACHE, DIARRHOEA, ASTHENIA, ABDOMINAL PAIN"
super h mart cucumber salad, Prep Salad Prod,"PYREXIA, FEELING OF BODY TEMPERATURE CHANGE, DIARRHOEA, CHILLS, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN"
super ice grocery ice, Soft Drink/Water,"VOMITING, NAUSEA, MALAISE, VOMITING, NAUSEA, MALAISE"
super ice pure  clean kroger ice cubes, Soft Drink/Water,"DIARRHOEA, ABDOMINAL PAIN"
super lucky elephant jasmine rice, Whole Grain/Milled Grain Prod/Starch,"MALAISE, DIARRHOEA, ABDOMINAL PAIN, ABDOMINAL PAIN"
super pretzels frozen super pretzels, Snack Food Item,LACERATION
super protein original, Fruit/Fruit Prod,"THROAT IRRITATION, ORAL DISCOMFORT, DYSPHAGIA, BURNING SENSATION"
super red coloriong, Color Additiv Food/Drug/Cosmetic,"URTICARIA, PRURITUS, HYPERSENSITIVITY"
super stop and shop creamy peanut butter, Nuts/Edible Seed,"VOMITING, DIARRHOEA, ABDOMINAL PAIN"
superb, Fruit/Fruit Prod,"NAUSEA, MIGRAINE, DIZZINESS"
superfood energy bar, Cereal Prep/Breakfast Food,"Thyroid disorder, Sinus disorder, Sinus congestion, Diarrhoea, Coeliac disease, Abdominal pain"
superfoods rx fresh express spinach  carrots, Vegetables/Vegetable Products,DIARRHOEA
superior green seedless grapes, Fruit/Fruit Prod,"NAUSEA, ABDOMINAL PAIN"
superior mayo mayonnaise, Dressing/Condiment,"MALAISE, HEADACHE, DYSPEPSIA, DIARRHOEA"
superior nut company salted fancy whole cashews, Nuts/Edible Seed,"PHARYNGITIS, ORAL DYSAESTHESIA, PHARYNGITIS, ORAL DYSAESTHESIA"
superior nuts salted fancy whole cashews, Nuts/Edible Seed,"PALPITATIONS, HEADACHE, GLOSSODYNIA, DYSGEUSIA, PALPITATIONS, HYPOAESTHESIA, HEART RATE ABNORMAL, HEADACHE, GLOSSODYNIA, DYSGEUSIA, BURNING SENSATION"
superior pride mixed vegetables, Vegetables/Vegetable Products,"BLOOD PRESSURE INCREASED, BLOOD PRESSURE FLUCTUATION"
superior salted cashews, Nuts/Edible Seed,"TOOTH INJURY, TOOTH FRACTURE"
superpretzel baked pretzels, Snack Food Item,LACERATION
supreme choice frozen seafood mix, Fishery/Seafood Prod,"VOMITING, NAUSEA, MALAISE, DIARRHOEA, CHILLS, ABDOMINAL PAIN"
supreme juice company superheroes lemonade, Soft Drink/Water,VOMITING
supreme lobster and seafood co seafood mix, Fishery/Seafood Prod,"PARALYSIS, PALPITATIONS, NERVOUS SYSTEM DISORDER, HEART RATE ABNORMAL, FOOD ALLERGY"
supreme tradition ground cinnamon," Spices, Flavors And Salts","VOMITING, GASTROOESOPHAGEAL REFLUX DISEASE, GASTROINTESTINAL DISORDER, ERUCTATION, ABDOMINAL PAIN, ABDOMINAL DISCOMFORT"
sure fine 100 apple juice, Fruit/Fruit Prod,"NAUSEA, DIARRHOEA, DEHYDRATION, CHILLS"
sure fine canned spinach, Vegetables/Vegetable Products,"VOMITING, MALAISE, DIARRHOEA"
sure fine natural creamy peanut butter, Nuts/Edible Seed,"NAUSEA, DIARRHOEA, ABDOMINAL PAIN, NAUSEA, DIARRHOEA, ABDOMINAL PAIN"
sure fine pine nuts, Nuts/Edible Seed,DYSGEUSIA
surefresh sandwich wheat bread, Bakery Prod/Dough/Mix/Icing,"NAUSEA, MALAISE, HEADACHE, DIARRHOEA"
surf sweets gummy bears, Candy W/O Choc/Special/Chew Gum,"Pharyngeal oedema, Oral discomfort, Nausea, Hypersensitivity, Dyspnoea, Dizziness, Confusional state, Chest discomfort, Ataxia"
sushi, Fishery/Seafood Prod,DIARRHOEA
sushi chef bento, Egg/Egg Prod,"VOMITING, GASTROINTESTINAL PAIN, FOOD POISONING, ABDOMINAL PAIN"
sushi chef bento box, Mult Food Dinner/Grav/Sauce/Special,"VOMITING, GASTROINTESTINAL PAIN, ABDOMINAL PAIN"
sushi chef bento box lunch, Egg/Egg Prod,"VOMITING, GASTROINTESTINAL PAIN, FOOD POISONING, ABDOMINAL PAIN"
sushi cooked, Fishery/Seafood Prod,"SWELLING FACE, PRURITUS GENERALISED, FOOD POISONING"
sushi eel, Fishery/Seafood Prod,"VOMITING, NAUSEA, HAEMATOCHEZIA, GASTROENTERITIS VIBRIO, DIARRHOEA"
sushi grade sushi, Fishery/Seafood Prod,"URTICARIA, MALAISE, HYPERSENSITIVITY, FOOD POISONING, URTICARIA, MALAISE, HYPERSENSITIVITY, FOOD POISONING"
sushi grade tuna, Fishery/Seafood Prod,"URTICARIA, MALAISE, HYPERSENSITIVITY, FOOD POISONING, URTICARIA, MALAISE, HYPERSENSITIVITY, FOOD POISONING, URTICARIA, MALAISE, HYPERSENSITIVITY, FOOD POISONING, URTICARIA, MALAISE, HYPERSENSITIVITY, FOOD POISONING, URTICARIA, MALAISE, HYPERSENSITIVITY, FOOD POISONING, URTICARIA, MALAISE, HYPERSENSITIVITY, FOOD POISONING, URTICARIA, MALAISE, HYPERSENSITIVITY, FOOD POISONING, URTICARIA, MALAISE, HYPERSENSITIVITY, FOOD POISONING, URTICARIA, MALAISE, HYPERSENSITIVITY, FOOD POISONING"
sushi rolls, Fishery/Seafood Prod,"NIGHT SWEATS, INSOMNIA, HYPERHIDROSIS, HEADACHE, FEELING OF BODY TEMPERATURE CHANGE, FEELING ABNORMAL, FATIGUE, DIARRHOEA, BODY TEMPERATURE INCREASED, BACTERIA STOOL IDENTIFIED, ASTHENIA, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN"
sushi tuna, Fishery/Seafood Prod,"VOMITING, NAUSEA, HAEMATOCHEZIA, GASTROENTERITIS VIBRIO, DIARRHOEA"
sushi with tuna and sushi with salmon, Fishery/Seafood Prod,"RASH, DYSPNOEA, HEADACHE, FLUSHING, MUSCLE SPASMS, HEART RATE INCREASED, FLUSHING, MALAISE, MALAISE"
sushimi grade tuna steak wild caught from indonesia tuna steak, Fishery/Seafood Prod,"THROAT TIGHTNESS, RASH, HYPERSENSITIVITY, HEADACHE, FOOD POISONING, FLUSHING, EAR PAIN, DIARRHOEA, BURNING SENSATION, ABDOMINAL PAIN UPPER"
suzannes specialties sunshines organic blackstrap molasses, Food Sweeteners (Nutritive),"VITAMIN B12 DEFICIENCY, THYROID DISORDER, DYSPNOEA, DYSPHAGIA, DYSPNOEA, DYSPHAGIA, PHARYNGITIS, SENSATION OF FOREIGN BODY, OROPHARYNGEAL SWELLING, DYSPNOEA, DYSPHAGIA"
sw organic kidney beans, Vegetables/Vegetable Products,Abdominal pain
swad cocktail samosa indian style filled pastry frozen, Mult Food Dinner/Grav/Sauce/Special,"URTICARIA, SKIN DISCOLOURATION, RESPIRATORY TRACT CONGESTION, NAUSEA, HYPERSENSITIVITY, GENERALISED OEDEMA, DYSPNOEA"
swad drumsticks saragawa seed pods from moringa oleifera tree, Vegetables/Vegetable Products,NAUSEA
swad flattened ricepoha, Whole Grain/Milled Grain Prod/Starch,"VOMITING, NAUSEA"
swad foods pastry puff, Bakery Prod/Dough/Mix/Icing,"VOMITING, NAUSEA, DYSPEPSIA, DIARRHOEA, ABDOMINAL PAIN"
swad gluten free wheat free chacpati flour, Whole Grain/Milled Grain Prod/Starch,"Coeliac disease, Abdominal pain"
swad kashmiri chili powder," Spices, Flavors And Salts","METAL POISONING, BLOOD LEAD INCREASED"
swad raw ponni rice, Whole Grain/Milled Grain Prod/Starch,HOSPITALISATION
swad rice and lentil flour dhokla, Whole Grain/Milled Grain Prod/Starch,"VOMITING, DIARRHOEA"
swad turmeric powder," Spices, Flavors And Salts","BLOOD LEAD INCREASED, BLOOD LEAD INCREASED, BLOOD LEAD INCREASED, LYMPHATIC DISORDER, BLOOD LEAD INCREASED, BLOOD DISORDER"
swad urad whole gata black matpe beans, Vegetables/Vegetable Products,BLOOD LEAD INCREASED
swank farms romaine lettuce, Vegetables/Vegetable Products,GASTROENTERITIS ESCHERICHIA COLI
swanson 100 natural vegetable broth, Soup,NAUSEA
swanson certified organic organic tart cherry juice concentrate 100 juice, Fruit/Fruit Prod,"RETCHING, NAUSEA, GASTROINTESTINAL DISORDER"
swanson chicken broth, Soup,"DIARRHOEA, ABDOMINAL PAIN, NAUSEA"
swanson chicken broth 100 fat free low sodium, Soup,"VOMITING, NAUSEA"
swanson foods chicken broth, Soup,"RETCHING, RETCHING, NAUSEA, MALAISE, DIARRHOEA, ABDOMINAL PAIN, ABDOMINAL PAIN"
swanson hungry man dinner," Meat, Meat Products and Poultry","VOMITING, DIARRHOEA"
swanson natural goodness 100 fat free 33 less sodium chicken broth, Soup,"VOMITING, NAUSEA, DIARRHOEA"
swanson natural goodness chicken broth, Soup,"VOMITING, DIARRHOEA, VOMITING, DIARRHOEA"
swansons certified organic chicken broth, Soup,ANAPHYLACTIC REACTION
swansons chicken broth, Soup,"VOMITING, DIARRHOEA, ABDOMINAL PAIN"
swansons pomagranate extract, Fruit/Fruit Prod,MENOPAUSE
swansons seasoned chicken broth with roasted garlic and onions, Soup,"BOTULISM, BOTULISM"
swedish fish soft chewy candy4 flavors lemon orange pear berry, Candy W/O Choc/Special/Chew Gum,"NAUSEA, NAUSEA"
sweet  salty mixed nuts, Nuts/Edible Seed,"Migraine, Headache, Dizziness"
sweet 2 eat black pluots, Fruit/Fruit Prod,"FEELING OF BODY TEMPERATURE CHANGE, DIARRHOEA, ABDOMINAL PAIN"
sweet 2 eat fresh peaches, Fruit/Fruit Prod,"PYREXIA, NAUSEA, MALAISE, LISTERIOSIS, DIARRHOEA, ASTHENIA, MALAISE, HEADACHE, ABDOMINAL PAIN UPPER"
sweet 2 eat nectarines, Fruit/Fruit Prod,"VOMITING, NAUSEA, MALAISE, DIARRHOEA, ABDOMINAL PAIN, NAUSEA, HEADACHE, FEELING OF BODY TEMPERATURE CHANGE, DIARRHOEA, ABDOMINAL PAIN, ABDOMINAL DISCOMFORT, VOMITING, NAUSEA, MALAISE, DIARRHOEA, ABDOMINAL PAIN, VOMITING, NAUSEA, MALAISE, DIARRHOEA, ABDOMINAL PAIN"
sweet 2 eat peaches, Fruit/Fruit Prod,"VOMITING, TENDERNESS, NAUSEA, MUSCULOSKELETAL STIFFNESS, MALAISE, HEADACHE, HEAD DISCOMFORT, GASTROOESOPHAGEAL REFLUX DISEASE, FLUID RETENTION, FEELING ABNORMAL, EMOTIONAL DISTRESS, EAR DISCOMFORT, DYSPEPSIA, DYSPEPSIA, DECREASED APPETITE, ABORTION SPONTANEOUS"
sweet 2 eat peaches and plums, Fruit/Fruit Prod,"VOMITING, DIARRHOEA, COMPLICATION OF PREGNANCY, ABORTION SPONTANEOUS, ABDOMINAL PAIN"
sweet 2 eat wawona fresh nectarines, Fruit/Fruit Prod,"VOMITING, MALAISE, FEELING OF BODY TEMPERATURE CHANGE, DIARRHOEA"
sweet 2 eat white peaches, Fruit/Fruit Prod,"PAIN, NAUSEA, MALAISE, DIARRHOEA"
sweet 2 eat yellow nectarines, Fruit/Fruit Prod,"VOMITING, TENDERNESS, PYREXIA, NECK PAIN, NAUSEA, MYALGIA, LISTERIOSIS, DIARRHOEA, CAMPYLOBACTER INTESTINAL INFECTION"
sweet and low sugarfree fruit flavors, Candy W/O Choc/Special/Chew Gum,"DIARRHOEA, ABDOMINAL PAIN, ABDOMINAL PAIN"
sweet and low sweetener, Food Additives (Human Use),"PHOTOPSIA, MYODESOPSIA, INJURY"
sweet and sour sauce, Dressing/Condiment,"NAUSEA, MALAISE, HEADACHE, DIARRHOEA, NAUSEA, HEADACHE, DIARRHOEA"
sweet baby rays award winning bbq sauce, Dressing/Condiment,"VOMITING, NAUSEA, HEADACHE, DIARRHOEA"
sweet baby rays bbq sauce honey barbecue, Mult Food Dinner/Grav/Sauce/Special,"NAUSEA, MALAISE, DIARRHOEA, VOMITING, NAUSEA, MALAISE, DIARRHOEA"
sweet corn, Whole Grain/Milled Grain Prod/Starch,"VOMITING, PYREXIA, LISTERIOSIS, DIARRHOEA, DEHYDRATION, VOMITING, PYREXIA, LISTERIOSIS, DIARRHOEA, DEHYDRATION"
sweet crystals calorie free sugar substitute, Food Additives (Human Use),"MALAISE, HEART RATE INCREASED, DYSGEUSIA, DIZZINESS, DEPRESSED MOOD, CHEST PAIN, BURNING SENSATION"
sweet darlines fresh strawberries, Fruit/Fruit Prod,"VOMITING, HYPERHIDROSIS, DIZZINESS, DIARRHOEA"
sweet earth natural foods peruvian, Mult Food Dinner/Grav/Sauce/Special,"TOOTH INJURY, TOOTH FRACTURE, TOOTH INJURY, TOOTH FRACTURE"
sweet earth natural foods protein lovers burritos, Mult Food Dinner/Grav/Sauce/Special,"TOOTH INJURY, TOOTH FRACTURE, TOOTH INJURY, TOOTH FRACTURE"
sweet harvest applesauce, Fruit/Fruit Prod,MALAISE
sweet harvest cinnamon applesauce, Fruit/Fruit Prod,"VOMITING, NAUSEA, DIARRHOEA, ABDOMINAL PAIN"
sweet harvest premium fruit cocktail, Fruit/Fruit Prod,"TOOTH INJURY, TOOTH DISORDER"
sweet leaf iced teas sweetened tea, Coffee/Tea,"PULMONARY CONGESTION, PAIN, DIARRHOEA, COUGH, CHILLS, BODY TEMPERATURE INCREASED"
sweet leaf stevia, Food Additives (Human Use),PLATELET COUNT DECREASED
sweet leaf sweet tea organic liquid shelf stable, Coffee/Tea,"NAUSEA, INFLUENZA LIKE ILLNESS, HEADACHE, BURNING SENSATION"
sweet maui onion, Snack Food Item,"RASH, PRURITUS"
sweet mint orbit gum, Candy W/O Choc/Special/Chew Gum,"REACTION TO FOOD ADDITIVE, MYALGIA, HYPERSENSITIVITY, HEART RATE INCREASED, HEADACHE, FATIGUE, DIZZINESS, CONFUSIONAL STATE, ARTHRALGIA, ABDOMINAL PAIN"
sweet n low, Food Additives (Human Use),"TONGUE ERUPTION, SWOLLEN TONGUE, SPEECH DISORDER, GLOSSODYNIA, TREMOR, POLLAKIURIA, NAUSEA, DYSPEPSIA, SKIN IRRITATION, PRURITUS"
sweet n low, Food Sweeteners (Nutritive),"VERTIGO, DIZZINESS, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN"
sweet n low golightly chocolate mint candy, Choc/Cocoa Prod,"DIZZINESS, DIARRHOEA"
sweet n low sugar free caramel candy chews, Candy W/O Choc/Special/Chew Gum,"DIZZINESS, DIARRHOEA"
sweet obsession milk chocolate, Choc/Cocoa Prod,Anaphylactic reaction
sweet onion, Vegetables/Vegetable Products,"Skin reaction, Pruritus, Pain, Erythema"
